Šifra artikla,EAN,Cena B2B,Cena B2C,DDV,VID trenutna zaloga,VID naročena količina,VID količina za odpremo,VID razpoložljiva količina,VID naročena količina dobaviteljem,Dobavitelj zaloga,Dobavitelj naročena zaloga,Dobavitelj datum,Skladišče,Rabatna skupina artikla,Rabatna skupina ERP,Popust odprodaje %
NW.11713,5903139117135,38,38,22,1,0,0,1,0,628,,,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.11714,5903139117142,43.7,43.7,22,,,,,,366,,,,NW,NW,0
NW.11715,5903139117159,58.3,58.3,22,,,,,,94,500,02.11.2026,,NW,NW,0
NW.11716,5903139117166,76,76,22,,,,,,0,485,02.11.2026,,NW,NW,0
NW.11717,5903139117173,35,35,22,,,,,,21,300,27.10.2026,,NW,NW,0
NW.11718,5903139117180,40.7,40.7,22,,,,,,265,,,,NW,NW,0
NW.11720,5903139117203,55.5,55.5,22,,,,,,155,,,,NW,NW,0
NW.11721,5903139117210,58.3,58.3,22,,,,,,324,,,,NW,NW,0
NW.11722,5903139117227,64.2,64.2,22,,,,,,172,,,,NW,NW,0
NW.11723,5903139117234,35,35,22,,,,,,242,,,,NW,NW,0
NW.11724,5903139117241,29,29,22,1,,,1,,381,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11725,5903139117258,52.5,52.5,22,20,0,0,20,0,177,600,27.10.2026,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.11726,5903139117265,2.95,2.95,22,40,0,0,40,0,0,592,27.10.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11727,5903139117272,17.4,17.4,22,,,,,,163,,,,NW,NW,0
NW.11728,5903139117289,17.4,17.4,22,,,,,,409,,,,NW,NW,0
NW.11730,5903139117302,35,35,22,1,,,1,,315,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11731,5903139117319,64.2,64.2,22,24,0,0,24,0,338,500,02.11.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11732,5903139117326,20.2,20.2,22,,,,,,358,,,,NW,NW,0
NW.11733,5903139117333,20.2,20.2,22,,,,,,446,,,,NW,NW,0
NW.11734,5903139117340,10.3,10.3,22,14,0,0,14,0,216,500,02.11.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11735,5903139117357,15.6,15.6,22,20,0,0,20,0,456,,,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.11736,5903139117364,11.5,11.5,22,26,0,0,26,0,58,500,27.10.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11737,5903139117371,73.1,73.1,22,,,,,,273,,,,NW,NW,0
NW.11738,5903139117388,23.2,23.2,22,10,0,0,10,0,444,,,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.11743,5903139117432,40.7,40.7,22,4,0,0,4,0,501,,,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11744,5903139117449,23.2,23.2,22,10,0,0,10,0,267,,,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.11746,5903139117463,94,94,22,,,,,,108,100,02.11.2026,,NW,NW,0
NW.11747,5903139117470,94,128.7,22,,,,,,98,100,02.11.2026,,NW,NW,0
NW.11748,5903139117487,70.5,70.5,22,,,,,,78,200,02.11.2026,,NW,NW,0
NW.11750,5903139117500,70.5,70.5,22,,,,,,0,105,02.11.2026,,NW,NW,0
NW.11754,5903139117548,21,21,22,,,,,,492,,,,NW,NW,0
NW.11755,5903139117555,21,21,22,,,,,,1,500,22.12.2026,,NW,NW,0
NW.11756,5903139117562,39,39,22,0,,,0,,639,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11757,5903139117579,35,35,22,,,,,,127,250,23.11.2026,,NW,NW,0
NW.11758,5903139117586,30,30,22,,,,,,327,,,,NW,NW,0
NW.11760,5903139117609,30,30,22,,,,,,247,,,,NW,NW,0
NW.11761,5903139117616,42,42,22,0,,,0,,270,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11762,5903139117623,42,42,22,,,,,,231,250,23.11.2026,,NW,NW,0
NW.11763,5903139117630,47.3,47.3,22,,,,,,0,270,01.10.2026,,NW,NW,0
NW.11764,5903139117647,47.3,47.3,22,,,,,,83,100,24.09.2026,,NW,NW,0
NW.11765,5903139117654,47.3,47.3,22,,,,,,0,98,22.09.2026,,NW,NW,0
NW.11766,5903139117661,47.3,47.3,22,,,,,,4,100,05.10.2026,,NW,NW,0
NW.11767,5903139117678,515,515,22,,,,,,4,,,,NW,NW,0
NW.11768,5903139117685,484,484,22,,,,,,3,25,28.09.2026,,NW,NW,0
NW.11778,5903139117784,92,92,22,,,,,,6,14,28.09.2026,,NW,NW,0
NW.11780,5903139117807,86.3,86.3,22,,,,,,0,15,28.09.2026,,NW,NW,0
NW.11781,5903139117814,92,92,22,,,,,,8,10,14.09.2026,,NW,NW,0
NW.11782,5903139117821,196,196,22,,,,,,4,,,,NW,NW,0
NW.11783,5903139117838,162.1,162.1,22,,,,,,20,,,,NW,NW,0
NW.11784,5903139117845,102.1,102.1,22,,,,,,0,10,14.09.2026,,NW,NW,0
NW.11785,5903139117852,137,137,22,,,,,,15,,,,NW,NW,0
NW.11786,5903139117869,92,92,22,,,,,,35,,,,NW,NW,0
NW.11787,5903139117876,86.3,86.3,22,,,,,,42,,,,NW,NW,0
NW.11788,5903139117883,92,92,22,,,,,,15,,,,NW,NW,0
NW.11790,5903139117906,196,196,22,,,,,,11,,,,NW,NW,0
NW.11791,5903139117913,164,164,22,,,,,,36,,,,NW,NW,0
NW.11792,5903139117920,92,92,22,,,,,,43,,,,NW,NW,0
NW.11793,5903139117937,137,137,22,,,,,,50,,,,NW,NW,0
NW.11794,5903139117944,8,8,22,,,,,,15,,,,NW,NW,0
NW.11795,5903139117951,8,8,22,,,,,,56,,,,NW,NW,0
NW.11796,5903139117968,8,8,22,,,,,,36,,,,NW,NW,0
NW.11797,5903139117975,8,8,22,,,,,,29,,,,NW,NW,0
NW.11798,5903139117982,8,8,22,,,,,,16,,,,NW,NW,0
NW.11800,5903139118002,8,8,22,,,,,,73,,,,NW,NW,0
NW.11801,5903139118019,8,8,22,,,,,,21,,,,NW,NW,0
NW.11802,5903139118026,8,8,22,,,,,,29,,,,NW,NW,0
NW.11803,5903139118033,25.2,25.2,22,,,,,,105,,,,NW,NW,0
NW.11804,5903139118040,84.2,84.2,22,,,,,,227,,,,NW,NW,0
NW.11812,5903139118125,98,98,22,,,,,,140,2,28.09.2026,,NW,NW,0
NW.11813,5903139118132,98,98,22,,,,,,41,,,,NW,NW,0
NW.11814,5903139118149,98,98,22,,,,,,0,49,24.09.2026,,NW,NW,0
NW.11815,5903139118156,98,98,22,,,,,,26,,,,NW,NW,0
NW.11874,5903139118743,89.5,89.5,22,,,,,,161,,,,NW,NW,0
NW.11875,5903139118750,68.4,68.4,22,,,,,,77,,,,NW,NW,0
NW.11876,5903139118767,126.3,126.3,22,,,,,,176,54,28.09.2026,,NW,NW,0
NW.11877,5903139118774,148,148,22,,,,,,69,30,28.09.2026,,NW,NW,0
NW.11878,5903139118781,174,174,22,,,,,,22,2,21.09.2026,,NW,NW,0
NW.11879,5903139118798,295,295,22,,,,,,125,,,,NW,NW,0
NW.11882,5903139118828,174,174,22,,,,,,28,3,14.09.2026,,NW,NW,0
NW.11883,5903139118835,148,148,22,,,,,,25,,,,NW,NW,0
NW.11884,5903139118842,126.3,126.3,22,,,,,,72,33,28.09.2026,,NW,NW,0
NW.11885,5903139118859,293,293,22,0,,,0,,15,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.11886,5903139118866,131,131,22,,,,,,26,50,12.10.2026,,NW,NW,0
NW.11887,5903139118873,142.1,142.1,22,,,,,,45,6,14.09.2026,,NW,NW,0
NW.11888,5903139118880,154,154,22,,,,,,54,2,28.09.2026,,NW,NW,0
NW.11937,5903139119375,156,156,22,,,,,,148,,,,NW,NW,0
NW.11938,5903139119382,186,186,22,,,,,,47,200,10.11.2026,,NW,NW,0
NW.11940,5903139119405,203,203,22,,,,,,133,,,,NW,NW,0
NW.11941,5903139119412,203,203,22,,,,,,104,,,,NW,NW,0
NW.11942,5903139119429,203,203,22,,,,,,151,,,,NW,NW,0
NW.11944,5903139119443,356,356,22,,,,,,0,13,28.09.2026,,NW,NW,0
NW.11945,5903139119450,356,356,22,,,,,,45,,,,NW,NW,0
NW.11950,5903139119504,356,356,22,,,,,,0,10,06.10.2026,,NW,NW,0
NW.11951,5903139119511,413,413,22,,,,,,0,17,01.10.2026,,NW,NW,0
NW.11953,5903139119535,414,414,22,,,,,,0,7,01.10.2026,,NW,NW,0
NW.11954,5903139119542,413,413,22,,,,,,0,13,01.10.2026,,NW,NW,0
NW.11955,5903139119559,59,59,22,,,,,,102,,,,NW,NW,0
NW.11956,5903139119566,74,74,22,,,,,,131,,,,NW,NW,0
NW.11957,5903139119573,59,59,22,,,,,,156,,,,NW,NW,0
NW.11958,5903139119580,74,74,22,,,,,,174,,,,NW,NW,0
NW.12011,5903139120111,145,145,22,,,,,,28,,,,NW,NW,0
NW.12012,5903139120128,189,189,22,,,,,,14,,,,NW,NW,0
NW.12013,5903139120135,131,131,22,,,,,,10,,,,NW,NW,0
NW.12014,5903139120142,156,156,22,,,,,,7,,,,NW,NW,0
NW.12015,5903139120159,156,156,22,,,,,,19,,,,NW,NW,0
NW.12018,5903139120180,85,85,22,,,,,,176,,,,NW,NW,0
NW.12024,5903139120241,95,95,22,1,,,1,,9,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.12025,5903139120258,57,57,22,2,,,2,,3,10,21.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.12026,5903139120265,38,38,22,,,,,,0,19,06.10.2026,,NW,NW,0
NW.12027,5903139120272,19,19,22,,,,,,11,,,,NW,NW,0
NW.12028,5903139120289,36,36,22,,,,,,15,,,,NW,NW,0
NW.12030,5903139120302,41,41,22,,,,,,4,10,06.10.2026,,NW,NW,0
NW.12031,5903139120319,36,36,22,,,,,,22,,,,NW,NW,0
NW.12032,5903139120326,41,41,22,,,,,,28,10,22.09.2026,,NW,NW,0
NW.12033,5903139120333,36,36,22,,,,,,16,,,,NW,NW,0
NW.12034,5903139120340,41,41,22,,,,,,0,3,24.09.2026,,NW,NW,0
NW.12035,5903139120357,148,148,22,,,,,,14,,,,NW,NW,0
NW.12036,5903139120364,148,148,22,,,,,,0,4,28.09.2026,,NW,NW,0
NW.12037,5903139120371,148,148,22,,,,,,0,8,07.10.2026,,NW,NW,0
NW.12038,5903139120388,158,158,22,,,,,,7,7,01.10.2026,,NW,NW,0
NW.12040,5903139120401,158,158,22,,,,,,12,,,,NW,NW,0
NW.12041,5903139120418,158,158,22,,,,,,6,,,,NW,NW,0
NW.12042,5903139120425,169,169,22,,,,,,7,10,21.10.2026,,NW,NW,0
NW.12043,5903139120432,169,169,22,,,,,,3,10,21.10.2026,,NW,NW,0
NW.12044,5903139120449,169,169,22,,,,,,4,10,07.10.2026,,NW,NW,0
NW.12045,5903139120456,54,54,22,,,,,,10,,,,NW,NW,0
NW.12046,5903139120463,54,54,22,,,,,,22,,,,NW,NW,0
NW.12047,5903139120470,54,54,22,,,,,,6,,,,NW,NW,0
NW.12048,5903139120487,54,54,22,,,,,,12,30,13.10.2026,,NW,NW,0
NW.12050,5903139120500,44,44,22,,,,,,5,30,24.09.2026,,NW,NW,0
NW.12051,5903139120517,44,44,22,,,,,,9,,,,NW,NW,0
NW.12052,5903139120524,44,44,22,,,,,,11,,,,NW,NW,0
NW.12053,5903139120531,44,44,22,,,,,,0,6,06.10.2026,,NW,NW,0
NW.12054,5903139120548,32,32,22,,,,,,17,,,,NW,NW,0
NW.12055,5903139120555,32,32,22,,,,,,14,,,,NW,NW,0
NW.12056,5903139120562,32,32,22,,,,,,14,,,,NW,NW,0
NW.12057,5903139120579,32,32,22,,,,,,9,,,,NW,NW,0
NW.12058,5903139120586,87,87,22,,,,,,0,,,,NW,NW,0
NW.12059,5903139120593,95,95,22,,,,,,12,,,,NW,NW,0
NW.12060,5903139120609,49,49,22,1,,,1,,14,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.12061,5903139120616,58,58,22,,,,,,19,,,,NW,NW,0
NW.12062,5903139120623,169,169,22,,,,,,22,,,,NW,NW,0
NW.12063,5903139120630,125,125,22,,,,,,22,,,,NW,NW,0
NW.12064,5903139120647,185,185,22,,,,,,29,,,,NW,NW,0
NW.12065,5903139120654,145,145,22,,,,,,28,,,,NW,NW,0
NW.12067,5903139120678,19,19,22,,,,,,20,30,24.09.2026,,NW,NW,0
NW.12068,5903139120685,19,19,22,,,,,,15,,,,NW,NW,0
NW.12070,5903139120708,91,91,22,,,,,,0,18,01.10.2026,,NW,NW,0
NW.12071,5903139120715,25,25,22,,,,,,86,,,,NW,NW,0
NW.12072,5903139120722,28,28,22,,,,,,4,30,13.10.2026,,NW,NW,0
NW.12073,5903139120739,37,37,22,,,,,,94,,,,NW,NW,0
NW.12074,5903139120746,23.5,23.5,22,,,,,,0,30,24.09.2026,,NW,NW,0
NW.12075,5903139120753,30,30,22,,,,,,21,,,,NW,NW,0
NW.12076,5903139120760,34.5,34.5,22,,,,,,27,,,,NW,NW,0
NW.12077,5903139120777,23.5,23.5,22,,,,,,201,,,,NW,NW,0
NW.12078,5903139120784,27,27,22,,,,,,16,60,13.10.2026,,NW,NW,0
NW.12080,5903139120807,34.5,34.5,22,3,,,3,,36,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.12081,5903139120814,23.5,23.5,22,,,,,,10,30,21.10.2026,,NW,NW,0
NW.12082,5903139120821,27,27,22,,,,,,47,,,,NW,NW,0
NW.12083,5903139120838,34.5,34.5,22,,,,,,29,,,,NW,NW,0
NW.12084,5903139120845,27,27,22,,,,,,31,,,,NW,NW,0
NW.12085,5903139120852,30,30,22,,,,,,11,30,21.10.2026,,NW,NW,0
NW.12086,5903139120869,38,38,22,,,,,,20,,,,NW,NW,0
NW.12087,5903139120876,38,38,22,,,,,,25,,,,NW,NW,0
NW.12088,5903139120883,38,38,22,,,,,,15,,,,NW,NW,0
NW.12090,5903139120906,27,27,22,,,,,,29,,,,NW,NW,0
NW.12091,5903139120913,30,30,22,,,,,,27,,,,NW,NW,0
NW.12092,5903139120920,26,26,22,,,,,,26,,,,NW,NW,0
NW.12093,5903139120937,26,26,22,,,,,,27,,,,NW,NW,0
NW.12094,5903139120944,26,26,22,,,,,,14,,,,NW,NW,0
NW.12095,5903139120951,26,26,22,,,,,,27,,,,NW,NW,0
NW.12099,5903139120999,38,38,22,,,,,,26,,,,NW,NW,0
NW.12100,5903139121002,29,29,22,,,,,,19,,,,NW,NW,0
NW.12101,5903139121019,29,29,22,,,,,,6,,,,NW,NW,0
NW.12102,5903139121026,29,29,22,,,,,,26,,,,NW,NW,0
NW.12103,5903139121033,29,29,22,,,,,,23,,,,NW,NW,0
NW.12104,5903139121040,33.5,33.5,22,,,,,,30,,,,NW,NW,0
NW.12105,5903139121057,37,37,22,,,,,,21,,,,NW,NW,0
NW.12106,5903139121064,37,37,22,,,,,,24,,,,NW,NW,0
NW.12107,5903139121071,33.5,33.5,22,,,,,,29,,,,NW,NW,0
NW.12120,5903139121200,19,19,22,,,,,,30,2,28.09.2026,,NW,NW,0
NW.12122,5903139121224,47,47,22,,,,,,0,17,24.09.2026,,NW,NW,0
NW.12123,5903139121231,47,47,22,,,,,,34,,,,NW,NW,0
NW.12124,5903139121248,47,47,22,,,,,,24,,,,NW,NW,0
NW.12125,5903139121255,47,47,22,,,,,,19,,,,NW,NW,0
NW.12126,5903139121262,40,40,22,,,,,,1,20,16.10.2026,,NW,NW,0
NW.12127,5903139121279,40,40,22,,,,,,38,,,,NW,NW,0
NW.12128,5903139121286,40,40,22,,,,,,19,,,,NW,NW,0
NW.12130,5903139121309,40,40,22,,,,,,26,,,,NW,NW,0
NW.12131,5903139121316,31,31,22,,,,,,11,,,,NW,NW,0
NW.12132,5903139121323,31,31,22,,,,,,1,20,07.10.2026,,NW,NW,0
NW.12133,5903139121330,31,31,22,,,,,,24,,,,NW,NW,0
NW.12134,5903139121347,31,31,22,,,,,,17,,,,NW,NW,0
NW.12135,5903139121354,39,39,22,,,,,,18,,,,NW,NW,0
NW.12136,5903139121361,39,39,22,,,,,,27,,,,NW,NW,0
NW.12137,5903139121378,39,39,22,,,,,,26,,,,NW,NW,0
NW.12138,5903139121385,39,39,22,,,,,,58,,,,NW,NW,0
NW.12139,5903139121392,44,44,22,,,,,,19,,,,NW,NW,0
NW.12140,5903139121408,44,44,22,,,,,,15,,,,NW,NW,0
NW.12141,5903139121415,37,37,22,,,,,,16,,,,NW,NW,0
NW.12142,5903139121422,37,37,22,,,,,,11,,,,NW,NW,0
NW.12143,5903139121439,37,37,22,,,,,,25,,,,NW,NW,0
NW.12144,5903139121446,37,37,22,,,,,,30,,,,NW,NW,0
NW.12145,5903139121453,29,29,22,,,,,,65,,,,NW,NW,0
NW.12146,5903139121460,29,29,22,,,,,,28,,,,NW,NW,0
NW.12147,5903139121477,29,29,22,,,,,,22,,,,NW,NW,0
NW.12148,5903139121484,29,29,22,,,,,,27,,,,NW,NW,0
NW.12149,5903139121491,4,4,22,,,,,,0,97,28.09.2026,,NW,NW,0
NW.12150,5903139121507,4.5,4.5,22,,,,,,7,,,,NW,NW,0
NW.12151,5903139121514,15.5,15.5,22,,,,,,0,45,06.10.2026,,NW,NW,0
NW.12181,5903139121811,145,145,22,,,,,,18,,,,NW,NW,0
NW.12182,5903139121828,189,189,22,,,,,,18,,,,NW,NW,0
NW.12183,5903139121835,136,136,22,,,,,,17,,,,NW,NW,0
NW.12184,5903139121842,161,161,22,,,,,,18,,,,NW,NW,0
NW.12185,5903139121859,47,47,22,,,,,,22,,,,NW,NW,0
NW.12186,5903139121866,47,47,22,,,,,,117,,,,NW,NW,0
NW.12187,5903139121873,50,50,22,,,,,,27,,,,NW,NW,0
NW.12188,5903139121880,50,50,22,,,,,,29,,,,NW,NW,0
NW.12190,5903139121903,57,57,22,,,,,,30,,,,NW,NW,0
NW.12191,5903139121910,57,57,22,,,,,,17,,,,NW,NW,0
NW.12192,5903139121927,97,97,22,,,,,,0,45,28.09.2026,,NW,NW,0
NW.12193,5903139121934,97,97,22,,,,,,0,33,01.10.2026,,NW,NW,0
NW.12194,5903139121941,97,97,22,,,,,,0,8,28.09.2026,,NW,NW,0
NW.12195,5903139121958,97,97,22,,,,,,0,32,01.10.2026,,NW,NW,0
NW.12196,5903139121965,97,97,22,,,,,,0,1,29.09.2026,,NW,NW,0
NW.12197,5903139121972,90,90,22,1,0,0,1,0,0,9,28.09.2026,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.12198,5903139121989,90,90,22,,,,,,12,6,24.09.2026,,NW,NW,0
NW.12200,5903139122009,90,90,22,,,,,,12,20,07.10.2026,,NW,NW,0
NW.12201,5903139122016,90,90,22,,,,,,0,28,28.09.2026,,NW,NW,0
NW.12202,5903139122023,90,90,22,,,,,,7,30,28.09.2026,,NW,NW,0
NW.12207,5903139122078,67,67,22,,,,,,39,10,28.09.2026,,NW,NW,0
NW.12208,5903139122085,67,67,22,,,,,,23,,,,NW,NW,0
NW.12209,5903139122092,67,67,22,,,,,,2,10,07.10.2026,,NW,NW,0
NW.12210,5903139122108,67,67,22,,,,,,0,17,28.09.2026,,NW,NW,0
NW.12211,5903139122115,67,67,22,,,,,,0,15,28.09.2026,,NW,NW,0
NW.12212,5903139122122,61,61,22,,,,,,0,5,28.09.2026,,NW,NW,0
NW.12214,5903139122146,61,61,22,,,,,,1,10,07.10.2026,,NW,NW,0
NW.12215,5903139122153,61,61,22,,,,,,0,14,28.09.2026,,NW,NW,0
NW.12216,5903139122160,61,61,22,,,,,,2,10,07.10.2026,,NW,NW,0
NW.12231,5903139122313,325,325,22,,,,,,20,8,14.09.2026,,NW,NW,0
NW.12233,5903139122337,325,325,22,,,,,,0,17,14.09.2026,,NW,NW,0
NW.12235,5903139122351,89,89,22,,,,,,5,10,28.09.2026,,NW,NW,0
NW.12236,5903139122368,89,89,22,,,,,,15,,,,NW,NW,0
NW.12237,5903139122375,89,89,22,,,,,,17,,,,NW,NW,0
NW.12238,5903139122382,89,89,22,,,,,,19,,,,NW,NW,0
NW.12240,5903139122405,102,102,22,,,,,,19,,,,NW,NW,0
NW.12241,5903139122412,102,102,22,,,,,,19,,,,NW,NW,0
NW.12242,5903139122429,102,102,22,,,,,,11,,,,NW,NW,0
NW.12243,5903139122436,102,102,22,,,,,,20,,,,NW,NW,0
NW.12244,5903139122443,107,107,22,,,,,,17,,,,NW,NW,0
NW.12245,5903139122450,107,107,22,,,,,,16,,,,NW,NW,0
NW.12246,5903139122467,107,107,22,,,,,,18,,,,NW,NW,0
NW.12247,5903139122474,107,107,22,,,,,,19,,,,NW,NW,0
NW.12267,5903139122672,91,91,22,,,,,,33,,,,NW,NW,0
NW.12374,5903139123747,51,51,22,,,,,,221,,,,NW,NW,0
NW.12426,5903139124263,107,107,22,,,,,,28,,,,NW,NW,0
NW.12427,5903139124270,89,89,22,,,,,,30,,,,NW,NW,0
NW.12428,5903139124287,256,256,22,,,,,,28,,,,NW,NW,0
NW.12430,5903139124300,295,295,22,,,,,,25,,,,NW,NW,0
NW.12431,5903139124317,256,256,22,,,,,,10,,,,NW,NW,0
NW.12432,5903139124324,107,107,22,,,,,,27,,,,NW,NW,0
NW.12433,5903139124331,139,139,22,,,,,,19,,,,NW,NW,0
NW.12434,5903139124348,220,220,22,,,,,,13,,,,NW,NW,0
NW.12436,5903139124362,66,66,22,,,,,,72,2,28.09.2026,,NW,NW,0
NW.12437,5903139124379,66,66,22,,,,,,204,2,21.09.2026,,NW,NW,0
NW.12438,5903139124386,66,66,22,,,,,,44,5,28.09.2026,,NW,NW,0
NW.12440,5903139124409,66,66,22,,,,,,52,49,28.09.2026,,NW,NW,0
NW.12504,5903139125048,16,16,22,,,,,,35,,,,NW,NW,0
NW.12505,5903139125055,107,107,22,,,,,,58,,,,NW,NW,0
NW.12506,5903139125062,178,178,22,,,,,,45,1,28.09.2026,,NW,NW,0
NW.12507,5903139125079,269,269,22,,,,,,54,,,,NW,NW,0
NW.12515,5903139125154,31,31,22,,,,,,80,,,,NW,NW,0
NW.12516,5903139125161,36,36,22,,,,,,64,,,,NW,NW,0
NW.12517,5903139125178,41,41,22,,,,,,69,,,,NW,NW,0
NW.12523,5903139125239,39,39,22,,,,,,1262,,,,NW,NW,0
NW.12595,5903139125956,66,66,22,,,,,,56,50,05.10.2026,,NW,NW,0
NW.12596,5903139125963,64,64,22,,,,,,47,5,28.09.2026,,NW,NW,0
NW.12597,5903139125970,64,64,22,,,,,,87,4,28.09.2026,,NW,NW,0
NW.12600,5903139126007,64,64,22,,,,,,83,50,12.10.2026,,NW,NW,0
NW.12601,5903139126014,64,64,22,,,,,,50,2,28.09.2026,,NW,NW,0
NW.12603,5903139126038,64,64,22,,,,,,248,,,,NW,NW,0
NW.203,5903139203999,68.4,68.4,22,1,,,1,,6,60,06.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.205,5903139205993,172,172,22,0,,,0,,0,43,24.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.206,5903139206990,288,288,22,,,,,,25,2,28.09.2026,,NW,NW,0
NW.3393,5903139339391,,80.2,22,1,,,1,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.3401,5903139340199,27,27,22,,,,,,4923,5000,05.11.2026,,NW,NW,0
NW.3402,5903139340298,65,65,22,1,,,1,,297,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.3403,5903139340397,52.9,52.9,22,0,,,0,,214,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.3404,5903139340496,93.9,93.9,22,0,,,0,,578,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.3405,5903139340595,,43.1,22,1,,,1,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.3408,5903139340892,59,59,22,,,,,,521,,,,NW,NW,0
NW.3411,5903139341196,39.9,39.9,22,,,,,,,,,,NW,NW,0
NW.3412,5903139341295,36.9,36.9,22,0,,,0,,826,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.4171,5903139417198,83.2,83.2,22,,,,,,40,7,15.09.2026,,NW,NW,0
NW.4174,5903139417495,115,140.9,22,0,,,0,,1,10,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.4387,5903139438797,59.9,59.9,22,,,,,,89,,,,NW,NW,0
NW.4420,5903139442091,37.9,37.9,22,,,,,,235,,,,NW,NW,0
NW.4421,5903139442190,,,22,,,,,,,,,,NW,NW,0
NW.4422,5903139442299,55,55,22,,,,,,215,200,11.12.2026,,NW,NW,0
NW.4423,5903139442398,43.9,43.9,22,,,,,,203,600,11.12.2026,,NW,NW,0
NW.4424,5903139442497,55,55,22,,,,,,682,500,30.11.2026,,NW,NW,0
NW.4443,5903139444392,89.9,89.9,22,,,,,,,,,,NW,NW,0
NW.4446,5903139444699,109,109,22,,,,,,0,371,05.11.2026,,NW,NW,0
NW.4448,5903139444897,189,189,22,,,,,,0,,,,NW,NW,0
NW.4453,5903139445399,24.9,24.9,22,,,,,,31,200,05.11.2026,,NW,NW,0
NW.4454,5903139445498,55,55,22,,,,,,0,,,,NW,NW,0
NW.4686,5903139468695,71,71,22,,,,,,229,,,,NW,NW,0
NW.4687,5903139468794,37,37,22,,,,,,132,,,,NW,NW,0
NW.4692,5903139469296,97.9,97.9,22,,,,,,279,,,,NW,NW,0
NW.4694,5903139469494,109,109,22,,,,,,41,100,17.11.2026,,NW,NW,0
NW.4698,5903139469890,109,109,22,,,,,,173,102,11.12.2026,,NW,NW,0
NW.4906,5903139490696,109,109,22,,,,,,52,200,26.11.2026,,NW,NW,0
NW.4907,5903139490795,24.2,24.2,22,8,0,0,8,0,331,,,Glavno skladišče Rakovnik 9a,NW,NW,0
NW.4961,5903139496193,115,115,22,,,,,,19,,,,NW,NW,0
NW.4963,5903139496391,374,374,22,0,,,0,,13,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.5067,5903139506793,157,157,22,,,,,,14,,,,NW,NW,0
NW.5255,5903139525596,20,20,22,7,0,0,7,0,1512,61,01.10.2026,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
NW.5292,5903139529297,81.9,81.9,22,,,,,,0,265,22.10.2026,,NW,NW,0
NW.5294,5903139529495,95,95,22,,,,,,0,177,22.10.2026,,NW,NW,0
NW.5397,5903139539791,52.5,78.2,22,1,,,1,,197,1,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.5455,5903139545594,58,58,22,0,,,0,,7,50,16.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.5463,5903139546393,36.2,36.2,22,0,,,0,,187,7,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.5471,5903139547192,42,59.1,22,4,,,4,,0,1,01.10.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.5654,5903139565493,47.3,47.3,22,,,,,,0,23,29.09.2026,,NW,NW,0
NW.5844,5903139584494,,89.6,22,3,,,3,,,,,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.6000,5903139600095,39,39,22,1,,,1,,88,100,28.09.2026,Glavno skladišče Brnčičeva 13,NW,NW,0
NW.6014,5903139601498,29,29,22,6,0,0,6,0,189,,,Glavno skladišče Rakovnik 9a + Glavno skladišče Brnčičeva 13,NW,NW,0
